Campaign,AdGroup,Criterion_id,Keyword,MatchType,Status,Impressions,Clicks,Cost,Conversions_period_from,Conversions
Пошук \ Прапори,Мілітарі — UA,2493395131381,прапори зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395178701,корогви військові,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395716221,прапори мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395721781,прапор армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395728061,прапор армійський замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395862461,знамена патріотичні,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395865501,знамено замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395881661,знамено військовий,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395896461,прапори патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395897021,прапори військовий вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395902021,прапор армійський купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395951661,прапор патріотичний замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396146141,знамена військовий,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396149421,знамено ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396202261,прапори військова купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396228861,прапори патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396276141,прапор військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396278581,прапор військова купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396295341,прапор патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396327061,прапор патріотична замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396609101,прапори патріотична вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396649821,прапори military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493396727661,знамена замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2517478843644,прапор патріотичний магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2517479260004,стяг армійський,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2517479403044,стяг замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2517479503324,стяг military,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519507247,корогви замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519518047,корогви армійський,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519519047,корогви патріотичні,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519521007,знамено military,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519522607,стяги вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519524127,стяги армійські,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2544519526927,стяги військова,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2681970027832,прапор військова ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2681970029032,прапор військовий вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,1674651875506,футболки патріотичні замовити,PHRASE,ENABLED,7,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,1674651875706,футболки патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2486953120742,футболки патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2487733232766,футболки військові ціна,PHRASE,ENABLED,3,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2487733343966,футболки мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2487733707326,футболки military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2487752694376,t-shirt зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488150366310,футболки зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488273874529,футболки військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488382193106,t-shirt патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488382201506,t-shirt military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488382202146,t-shirt мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488641746814,t-shirt зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488643080934,футболки military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488643323614,t-shirt армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488643326014,t-shirt військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488643370894,t-shirt військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488871645933,футболки патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488871700933,t-shirt патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2488871706213,футболки армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2489083905561,футболки мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2489442339531,футболки військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2489442358731,футболки military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490137176463,t-shirt зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490137187743,t-shirt військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490137190943,t-shirt патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490137196183,t-shirt military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490223155259,t-shirt зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490223814379,t-shirt мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490224081939,футболки military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490224309659,футболки армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490224353819,футболки мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490226954979,t-shirt зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490226962219,t-shirt military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490226970819,t-shirt мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490226975819,футболки армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490227535019,t-shirt армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490227544699,t-shirt патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490227564059,t-shirt мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490227569419,футболки армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490227570779,футболки зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490227615659,футболки military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490408703418,t-shirt мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490555708145,t-shirt армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490555779745,t-shirt military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490716973068,футболки military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2490717831588,футболки мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2491182341031,t-shirt мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2491182345791,футболки армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517478852444,футболки зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517478898764,t-shirt армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517478909844,t-shirt військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517479969004,t-shirt зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480008524,t-shirt армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480011204,t-shirt армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480016684,t-shirt військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480018164,t-shirt військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480019564,t-shirt патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480028044,t-shirt military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480031364,t-shirt military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480237524,футболки зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2517480285284,футболки мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Футболки,2544513106487,t-shirt патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2487752614016,лонгслив мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2487752714136,лонгслив зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488150363830,лонгслів армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488275963289,лонгслив армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488412508643,лонгслів армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488414174763,лонгслив військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488414205483,лонгслів військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488414238123,лонгслів армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488414240283,лонгслів патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488414244323,лонгслив мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2488637747734,лонгслів мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
