term,campaign,impressions,clicks,cost,conversions
флаг православие или смерть,Merchant_Shopping,1,0,0.0,0.0
флаг разведка,Merchant_Shopping,4,0,0.0,0.0
флаг разведки,Merchant_Shopping,3,0,0.0,0.0
флаг с надписью,Merchant_Shopping,8,0,0.0,0.0
флаг с шахадой,Merchant_Shopping,1,0,0.0,0.0
флаг слабким пизда,Merchant_Shopping,59,1,15.72,0.0
флаг ссо,Merchant_Shopping,1,0,0.0,0.0
флаг сша купить,Merchant_Shopping,1,0,0.0,0.0
флаг украины,Merchant_Shopping,3,0,0.0,0.0
флаг украины баннер,Merchant_Shopping,3,0,0.0,0.0
флаг украины на авто,Merchant_Shopping,1,0,0.0,0.0
флаг україна,Merchant_Shopping,1,0,0.0,0.0
флаг упа,Merchant_Shopping,3,0,0.0,0.0
флаг упа купить,Merchant_Shopping,5,0,0.0,0.0
флаг харькова,Merchant_Shopping,3,0,0.0,0.0
флаг харькова купить,Merchant_Shopping,3,0,0.0,0.0
флаг херсона,Merchant_Shopping,4,0,0.0,0.0
флаг юа,Merchant_Shopping,1,0,0.0,0.0
флаги,Merchant_Shopping,28,0,0.0,0.0
флаги военные,Merchant_Shopping,54,0,0.0,0.0
флаги зсу,Merchant_Shopping,48,1,3.74,0.0
флаги купить,Merchant_Shopping,90,1,23.92,0.0
флаги на заказ,Merchant_Shopping,38,0,0.0,0.0
флаги на стену,Merchant_Shopping,26,0,0.0,0.0
флаги пиратов,Merchant_Shopping,9,0,0.0,0.0
флаги прикольные,Merchant_Shopping,2,0,0.0,0.0
флаги с логотипом,Merchant_Shopping,1,0,0.0,0.0
флаги спортивные,Merchant_Shopping,3,0,0.0,0.0
флаги укр,Merchant_Shopping,4,0,0.0,0.0
флаги харьков,Merchant_Shopping,5,0,0.0,0.0
флаги юа,Merchant_Shopping,6,0,0.0,0.0
флагшток для прапора,Merchant_Shopping,4,0,0.0,0.0
флагшток купити,Merchant_Shopping,1,0,0.0,0.0
флагшток на могилу,Merchant_Shopping,2,0,0.0,0.0
флагшток с подъемным механизмом,Merchant_Shopping,1,0,0.0,0.0
флагшток фасадний,Merchant_Shopping,1,0,0.0,0.0
флагштоки,Merchant_Shopping,1,0,0.0,0.0
флагі,Merchant_Shopping,1,0,0.0,0.0
флайшоп,Merchant_Shopping,1,0,0.0,0.0
флиска,Merchant_Shopping,2,0,0.0,0.0
флисовые штаны,Merchant_Shopping,1,0,0.0,0.0
флисовые штаны мужские,Merchant_Shopping,1,0,0.0,0.0
фліска з принтом,Merchant_Shopping,1,0,0.0,0.0
фліска чоловіча,Merchant_Shopping,1,0,0.0,0.0
фліска чорна з капюшоном,Merchant_Shopping,1,0,0.0,0.0
флісова кофта з капюшоном жіноча,Merchant_Shopping,3,0,0.0,0.0
флісове худі,Merchant_Shopping,2,0,0.0,0.0
флісові чоловічі штани,Merchant_Shopping,4,0,0.0,0.0
флісові штани,Merchant_Shopping,1,0,0.0,0.0
флісові штани жіночі,Merchant_Shopping,1,0,0.0,0.0
флісові штани найк,Merchant_Shopping,1,0,0.0,0.0
флісові штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
фомо,Merchant_Shopping,5,0,0.0,0.0
фонк юа,Merchant_Shopping,5,0,0.0,0.0
фото на флаге,Merchant_Shopping,11,0,0.0,0.0
фрактал мерч,Merchant_Shopping,1,0,0.0,0.0
фред пері футболка,Merchant_Shopping,1,0,0.0,0.0
футболка,Merchant_Shopping,67,0,0.0,0.0
футболка 10 огшбр,Merchant_Shopping,1,0,0.0,0.0
футболка 100 бавовна,Merchant_Shopping,1,0,0.0,0.0
футболка 1488,Merchant_Shopping,1,0,0.0,0.0
футболка 1914,Merchant_Shopping,2,0,0.0,0.0
футболка 1917,Merchant_Shopping,1,0,0.0,0.0
футболка 1983,Merchant_Shopping,1,0,0.0,0.0
футболка 1с,Merchant_Shopping,1,0,0.0,0.0
футболка 3 армійський корпус,Merchant_Shopping,3,0,0.0,0.0
футболка 3 ошб,Merchant_Shopping,1,0,0.0,0.0
футболка 3 штурмова,Merchant_Shopping,4,0,0.0,0.0
футболка 4.5 0,Merchant_Shopping,1,0,0.0,0.0
футболка 4308,Merchant_Shopping,11,0,0.0,0.0
футболка 5.11,Merchant_Shopping,1,0,0.0,0.0
футболка 92 бригада,Merchant_Shopping,1,0,0.0,0.0
футболка 92 ошбр,Merchant_Shopping,1,0,0.0,0.0
футболка 93 омбр,Merchant_Shopping,1,0,0.0,0.0
футболка a c a b,Merchant_Shopping,1,0,0.0,0.0
футболка acab,Merchant_Shopping,2,0,0.0,0.0
футболка affliction,Merchant_Shopping,1,0,0.0,0.0
футболка alice in chains,Merchant_Shopping,2,0,0.0,0.0
футболка antony morato,Merchant_Shopping,1,0,0.0,0.0
футболка army,Merchant_Shopping,1,0,0.0,0.0
футболка balr,Merchant_Shopping,1,0,0.0,0.0
футболка bambass,Merchant_Shopping,3,0,0.0,0.0
футболка black island,Merchant_Shopping,1,0,0.0,0.0
футболка black magick ss,Merchant_Shopping,5,0,0.0,0.0
футболка bmth,Merchant_Shopping,2,0,0.0,0.0
футболка bodyguard,Merchant_Shopping,1,0,0.0,0.0
футболка breakfast of champions,Merchant_Shopping,1,0,0.0,0.0
футболка carpathian forest,Merchant_Shopping,1,0,0.0,0.0
футболка cgt,Merchant_Shopping,1,0,0.0,0.0
футболка children of bodom,Merchant_Shopping,2,0,0.0,0.0
футболка circa,Merchant_Shopping,1,0,0.0,0.0
футболка cj,Merchant_Shopping,1,0,0.0,0.0
футболка company group,Merchant_Shopping,20,0,0.0,0.0
футболка company group team,Merchant_Shopping,3,0,0.0,0.0
футболка crossfit,Merchant_Shopping,1,0,0.0,0.0
футболка crye precision,Merchant_Shopping,1,0,0.0,0.0
футболка death stranding,Merchant_Shopping,1,0,0.0,0.0
футболка deus vult,Merchant_Shopping,2,0,0.0,0.0
футболка disturbed,Merchant_Shopping,1,0,0.0,0.0
футболка don t push the horses,Merchant_Shopping,1,0,0.0,0.0
футболка donbass,Merchant_Shopping,7,0,0.0,0.0
футболка drop dead,Merchant_Shopping,1,0,0.0,0.0
футболка fire point,Merchant_Shopping,8,0,0.0,0.0
футболка firefighter,Merchant_Shopping,1,0,0.0,0.0
футболка fog,Merchant_Shopping,1,0,0.0,0.0
футболка fpv,Merchant_Shopping,11,0,0.0,0.0
футболка free azov,Merchant_Shopping,2,0,0.0,0.0
футболка good boys club,Merchant_Shopping,3,0,0.0,0.0
футболка gorgoroth,Merchant_Shopping,1,0,0.0,0.0
футболка halloween,Merchant_Shopping,2,0,0.0,0.0
футболка hate,Merchant_Shopping,1,0,0.0,0.0
футболка hate foods,Merchant_Shopping,7,0,0.0,0.0
футболка helikon tex,Merchant_Shopping,5,0,0.0,0.0
футболка i hate people,Merchant_Shopping,1,0,0.0,0.0
футболка independent,Merchant_Shopping,1,0,0.0,0.0
футболка karma noire,Merchant_Shopping,2,0,0.0,0.0
футболка kharkiv,Merchant_Shopping,2,0,0.0,0.0
футболка kyiv,Merchant_Shopping,3,0,0.0,0.0
футболка larp,Merchant_Shopping,3,0,0.0,0.0
футболка lonely star,Merchant_Shopping,1,0,0.0,0.0
футболка m tac,Merchant_Shopping,2,0,0.0,0.0
футболка m tac купить,Merchant_Shopping,4,0,0.0,0.0
футболка maneken,Merchant_Shopping,1,0,0.0,0.0
футболка march,Merchant_Shopping,1,0,0.0,0.0
футболка march protocol,Merchant_Shopping,2,0,0.0,0.0
футболка marilyn manson,Merchant_Shopping,1,0,0.0,0.0
футболка mdma,Merchant_Shopping,2,0,0.0,0.0
футболка medicine,Merchant_Shopping,1,0,0.0,0.0
футболка metallica,Merchant_Shopping,1,0,0.0,0.0
футболка mich team,Merchant_Shopping,1,0,0.0,0.0
футболка military,Merchant_Shopping,3,0,0.0,0.0
футболка morok,Merchant_Shopping,1,0,0.0,0.0
футболка motorhead,Merchant_Shopping,2,0,0.0,0.0
футболка nash,Merchant_Shopping,1,0,0.0,0.0
футболка nikow,Merchant_Shopping,1,0,0.0,0.0
футболка no knife no life,Merchant_Shopping,1,0,0.0,0.0
футболка nord division,Merchant_Shopping,4,0,0.0,0.0
футболка old school,Merchant_Shopping,1,0,0.0,0.0
футболка onlywars,Merchant_Shopping,5,0,0.0,0.0
футболка origin project,Merchant_Shopping,3,0,0.0,0.0
футболка p1sun,Merchant_Shopping,2,0,0.0,0.0
футболка paradise lost,Merchant_Shopping,1,0,0.0,0.0
футболка paranoid,Merchant_Shopping,1,0,0.0,0.0
футболка parkway drive,Merchant_Shopping,2,0,0.0,0.0
футболка peklo toys,Merchant_Shopping,3,0,0.0,0.0
футболка pew pew madafakas,Merchant_Shopping,1,0,0.0,0.0
футболка pms,Merchant_Shopping,3,0,0.0,0.0
футболка pohui,Merchant_Shopping,1,0,0.0,0.0
футболка pohuy,Merchant_Shopping,2,0,0.0,0.0
футболка potasovka,Merchant_Shopping,1,0,0.0,0.0
футболка protest,Merchant_Shopping,1,0,0.0,0.0
футболка red flag,Merchant_Shopping,1,0,0.0,0.0
футболка rehab,Merchant_Shopping,2,0,0.0,0.0
футболка reptyry,Merchant_Shopping,1,0,0.0,0.0
футболка riot division,Merchant_Shopping,13,1,4.09,0.0
футболка rock,Merchant_Shopping,3,0,0.0,0.0
футболка rsnpzd,Merchant_Shopping,1,0,0.0,0.0
футболка saint michael,Merchant_Shopping,1,0,0.0,0.0
футболка sarcasm,Merchant_Shopping,1,0,0.0,0.0
футболка scam,Merchant_Shopping,1,0,0.0,0.0
футболка sg,Merchant_Shopping,1,0,0.0,0.0
футболка six zero,Merchant_Shopping,1,0,0.0,0.0
футболка six zeros,Merchant_Shopping,1,0,0.0,0.0
футболка skyrim,Merchant_Shopping,1,0,0.0,0.0
футболка smash,Merchant_Shopping,1,0,0.0,0.0
футболка sof,Merchant_Shopping,8,0,0.0,0.0
футболка special forces,Merchant_Shopping,5,0,0.0,0.0
футболка special of,Merchant_Shopping,2,0,0.0,0.0
футболка squad,Merchant_Shopping,1,0,0.0,0.0
футболка stressless,Merchant_Shopping,1,0,0.0,0.0
футболка svastone,Merchant_Shopping,1,0,0.0,0.0
футболка take off,Merchant_Shopping,1,0,0.0,0.0
футболка thor steinar,Merchant_Shopping,2,0,0.0,0.0
футболка toxic,Merchant_Shopping,1,0,0.0,0.0
футболка ukraine,Merchant_Shopping,1,0,0.0,0.0
футболка ukrainian,Merchant_Shopping,1,0,0.0,0.0
футболка undercover,Merchant_Shopping,1,0,0.0,0.0
футболка vampire,Merchant_Shopping,14,0,0.0,0.0
футболка veteran,Merchant_Shopping,1,0,0.0,0.0
футболка weekend offender,Merchant_Shopping,1,0,0.0,0.0
футболка welcome to hell,Merchant_Shopping,3,0,0.0,0.0
футболка white girl,Merchant_Shopping,1,0,0.0,0.0
футболка witcher,Merchant_Shopping,1,0,0.0,0.0
футболка y2k,Merchant_Shopping,1,0,0.0,0.0
футболка zero foxtrot,Merchant_Shopping,2,0,0.0,0.0
футболка абрамс,Merchant_Shopping,3,0,0.0,0.0
футболка адідас,Merchant_Shopping,1,0,0.0,0.0
футболка азов,Merchant_Shopping,29,1,18.79,0.0
футболка азов 10 років,Merchant_Shopping,3,0,0.0,0.0
футболка азов оригинал,Merchant_Shopping,1,0,0.0,0.0
футболка азов це любов,Merchant_Shopping,1,0,0.0,0.0
футболка азова,Merchant_Shopping,1,0,0.0,0.0
футболка айдар,Merchant_Shopping,1,0,0.0,0.0
футболка айтишника,Merchant_Shopping,2,0,0.0,0.0
футболка ак,Merchant_Shopping,4,0,0.0,0.0
футболка акаб,Merchant_Shopping,4,0,0.0,0.0
футболка акаб с котом,Merchant_Shopping,1,0,0.0,0.0
футболка акула,Merchant_Shopping,1,0,0.0,0.0
футболка альфа индастриз,Merchant_Shopping,1,0,0.0,0.0
футболка альфа сбу,Merchant_Shopping,1,0,0.0,0.0
футболка амбрелла,Merchant_Shopping,1,0,0.0,0.0
футболка анархия,Merchant_Shopping,1,0,0.0,0.0
футболка ангел,Merchant_Shopping,1,0,0.0,0.0
футболка антитіла,Merchant_Shopping,1,0,0.0,0.0
футболка арми,Merchant_Shopping,1,0,0.0,0.0
футболка арта,Merchant_Shopping,18,0,0.0,0.0
футболка артан,Merchant_Shopping,7,0,0.0,0.0
футболка артилерія,Merchant_Shopping,10,0,0.0,0.0
футболка артиллерия,Merchant_Shopping,1,0,0.0,0.0
футболка базова чоловіча,Merchant_Shopping,1,0,0.0,0.0
футболка байдикую,Merchant_Shopping,3,0,0.0,0.0
футболка байкера,Merchant_Shopping,1,0,0.0,0.0
футболка балабанов,Merchant_Shopping,1,0,0.0,0.0
футболка бамбас,Merchant_Shopping,11,0,0.0,0.0
футболка бандера,Merchant_Shopping,9,0,0.0,0.0
футболка бандерштат,Merchant_Shopping,4,0,0.0,0.0
футболка бахмут,Merchant_Shopping,11,0,0.0,0.0
футболка беркут,Merchant_Shopping,2,0,0.0,0.0
футболка блатосфера,Merchant_Shopping,1,0,0.0,0.0
футболка бобр курва,Merchant_Shopping,2,0,0.0,0.0
футболка бога нет,Merchant_Shopping,3,0,0.0,0.0
футболка богдан,Merchant_Shopping,2,0,0.0,0.0
футболка богема,Merchant_Shopping,7,0,0.0,0.0
футболка бойового медика,Merchant_Shopping,1,0,0.0,0.0
футболка бордова,Merchant_Shopping,1,0,0.0,0.0
футболка борода,Merchant_Shopping,1,0,0.0,0.0
футболка бпла,Merchant_Shopping,1,0,0.0,0.0
футболка бразерс,Merchant_Shopping,1,0,0.0,0.0
футболка братство,Merchant_Shopping,2,0,0.0,0.0
футболка брекоткин,Merchant_Shopping,1,0,0.0,0.0
футболка бронежилет,Merchant_Shopping,1,0,0.0,0.0
футболка брєд повний,Merchant_Shopping,3,0,0.0,0.0
футболка був 300,Merchant_Shopping,4,0,0.0,0.0
футболка будова їжака,Merchant_Shopping,2,0,0.0,0.0
футболка бумбокс,Merchant_Shopping,1,0,0.0,0.0
футболка буревій,Merchant_Shopping,5,0,0.0,0.0
футболка в стиле милитари,Merchant_Shopping,2,0,0.0,0.0
футболка в черно белую полоску,Merchant_Shopping,1,0,0.0,0.0
футболка вайт бой,Merchant_Shopping,1,0,0.0,0.0
футболка валькирия,Merchant_Shopping,1,0,0.0,0.0
футболка вампір,Merchant_Shopping,42,1,9.59,0.0
футболка вампір дрон,Merchant_Shopping,23,1,16.54,0.0
футболка велес,Merchant_Shopping,3,0,0.0,0.0
футболка вермахт,Merchant_Shopping,5,0,0.0,0.0
футболка ветеран,Merchant_Shopping,5,0,0.0,0.0
футболка ветеран зсу,Merchant_Shopping,1,0,0.0,0.0
