term,impr,clicks,cost,conv
темно синие штаны,1,0,0.0,0.0
темно сині спортивні штани,1,0,0.0,0.0
темно сіра зіпка,1,0,0.0,0.0
темно сіра футболка,1,0,0.0,0.0
темно сіре худі,1,0,0.0,0.0
темнозорь мерч,3,0,0.0,0.0
темные штаны,2,0,0.0,0.0
тему украина,1,0,0.0,0.0
тенісні шорти жіночі,2,0,0.0,0.0
тепла кофта чоловіча з капюшоном,1,0,0.0,0.0
тепла худі,1,0,0.0,0.0
теплая толстовка,1,0,0.0,0.0
теплая футболка,1,0,0.0,0.0
тепле жіноче худі,1,0,0.0,0.0
тепле худі,3,0,0.0,0.0
тепле худі з принтом,3,0,0.0,0.0
тепле худі чоловіче,1,0,0.0,0.0
тепле чоловіче худі,1,0,0.0,0.0
теплий костюм жіночий,1,0,0.0,0.0
теплий спортивний костюм чоловічий,1,0,0.0,0.0
теплий худі,2,0,0.0,0.0
теплий худі жіночий,1,0,0.0,0.0
теплий чоловічий спортивний костюм з прямими штанами,2,0,0.0,0.0
теплое худи женское,8,0,0.0,0.0
теплые брюки бананы,1,0,0.0,0.0
теплые брюки женские на резинке,2,0,0.0,0.0
теплые зимние спортивные штаны,1,0,0.0,0.0
теплые мужские штаны купить,1,0,0.0,0.0
теплые серые спортивные штаны,1,0,0.0,0.0
теплые спортивные штаны,3,0,0.0,0.0
теплые спортивные штаны мужские,3,0,0.0,0.0
теплые спортивные штаны мужские на флисе,1,0,0.0,0.0
теплые спортивные штаны на флисе,1,0,0.0,0.0
теплые худи,1,0,0.0,0.0
теплые широкие спортивные штаны мужские,3,0,0.0,0.0
теплые широкие штаны,1,0,0.0,0.0
теплые штаны,4,0,0.0,0.0
теплые штаны адидас мужские,2,0,0.0,0.0
теплые штаны мужские,3,0,0.0,0.0
теплые штаны мужские спортивные,30,0,0.0,0.0
теплые штаны палаццо,1,0,0.0,0.0
теплі домашні штани чоловічі,1,0,0.0,0.0
теплі зимові спортивні штани чоловічі,1,0,0.0,0.0
теплі зимові штани,1,0,0.0,0.0
теплі спортивні чоловічі штани,2,0,0.0,0.0
теплі спортивні штани,4,1,10.33,0.0
теплі спортивні штани чоловічі,1,0,0.0,0.0
теплі флісові штани жіночі,1,0,0.0,0.0
теплі флісові штани чоловічі,1,0,0.0,0.0
теплі худі,17,0,0.0,0.0
теплі худі жіночі,1,0,0.0,0.0
теплі худі чоловічі,5,0,0.0,0.0
теплі худі чоловічі з принтом,1,0,0.0,0.0
теплі чоловічі штани,1,0,0.0,0.0
теплі широкі штани чоловічі,1,0,0.0,0.0
теплі штани,4,0,0.0,0.0
теплі штани адідас чоловічі,5,0,0.0,0.0
теплі штани для хлопчика,1,0,0.0,0.0
теплі штани жіночі,1,0,0.0,0.0
теплі штани найк,1,0,0.0,0.0
теплі штани спортивні,2,0,0.0,0.0
теплі штани чоловічі,5,1,9.84,0.0
територія мінімальних цін,5,1,7.79,0.0
термит футболка,1,0,0.0,0.0
термо худи,3,0,0.0,0.0
термофутболка чоловіча,1,0,0.0,0.0
термохромна футболка,6,0,0.0,0.0
термохромная футболка,3,0,0.0,0.0
термохромний одяг,2,0,0.0,0.0
термоштани,1,0,0.0,0.0
терра инкогнита одесса,1,0,0.0,0.0
терранова харьков,1,0,0.0,0.0
тесла футболка,1,0,0.0,0.0
теч фліс штани,1,0,0.0,0.0
ти космос мерч,3,0,0.0,0.0
ти наступний футболка,1,0,0.0,0.0
ти романтика мерч,2,0,0.0,0.0
ти романтика футболка,2,0,0.0,0.0
тим фаден,1,0,0.0,0.0
тимур муцураев футболка,2,0,0.0,0.0
типография артфлаг,3,0,0.0,0.0
тиша одяг,1,0,0.0,0.0
тишка одежда,5,0,0.0,0.0
тишка суприм,2,0,0.0,0.0
тканевые женские шорты,1,0,0.0,0.0
тканевые шорты,1,0,0.0,0.0
ткани для флагов,13,0,0.0,0.0
тканина прапорна сітка,1,0,0.0,0.0
ткань на спортивные штаны,1,0,0.0,0.0
тнмк мерч,4,0,0.0,0.0
тнмк шоп,2,0,0.0,0.0
тнф,1,0,0.0,0.0
того прапор,3,0,0.0,0.0
токийские мстители худи,1,0,0.0,0.0
тол мерч,6,0,0.0,0.0
тол футболка,14,0,0.0,0.0
толстовка,257,3,14.07,0.0
толстовка 2pac,1,0,0.0,0.0
толстовка 3xl,1,0,0.0,0.0
толстовка adidas,3,0,0.0,0.0
толстовка alpinestars,2,0,0.0,0.0
толстовка angel,1,0,0.0,0.0
толстовка animal,9,1,3.52,0.0
толстовка bear,1,0,0.0,0.0
толстовка burzum,1,0,0.0,0.0
толстовка canada,2,0,0.0,0.0
толстовка dobermans aggressive,8,0,0.0,0.0
толстовка fzm,39,0,0.0,0.0
толстовка ghostemane,4,0,0.0,0.0
толстовка linkin park,1,0,0.0,0.0
толстовка manto,3,0,0.0,0.0
толстовка mayhem,1,0,0.0,0.0
толстовка pohuy,9,0,0.0,0.0
толстовка prodigy,1,0,0.0,0.0
толстовка rammstein,3,0,0.0,0.0
толстовка sally face,1,0,0.0,0.0
толстовка slayer,1,0,0.0,0.0
толстовка slipknot,1,0,0.0,0.0
толстовка ukraine,1,0,0.0,0.0
толстовка world of tanks,2,0,0.0,0.0
толстовка xl,1,0,0.0,0.0
толстовка xs,1,0,0.0,0.0
толстовка xxl,1,0,0.0,0.0
толстовка аризона,3,0,0.0,0.0
толстовка ария,3,0,0.0,0.0
толстовка ауе,8,0,0.0,0.0
толстовка баскетбол,1,0,0.0,0.0
толстовка без резинки внизу,1,0,0.0,0.0
толстовка без рукавов,2,0,0.0,0.0
толстовка брендовая,6,0,0.0,0.0
толстовка вечно молодой,3,0,0.0,0.0
толстовка военная,5,0,0.0,0.0
толстовка військова,1,0,0.0,0.0
толстовка гесс,1,0,0.0,0.0
толстовка горы,1,0,0.0,0.0
толстовка для мальчика,2,0,0.0,0.0
толстовка для парня,5,0,0.0,0.0
толстовка доберман агрессив,41,0,0.0,0.0
толстовка дракон,1,0,0.0,0.0
толстовка еверласт,1,0,0.0,0.0
толстовка женская,24,0,0.0,0.0
толстовка женская на молнии,3,0,0.0,0.0
толстовка женская оверсайз,2,0,0.0,0.0
толстовка женская с капюшоном,1,0,0.0,0.0
толстовка женская с капюшоном на молнии,1,0,0.0,0.0
толстовка женская укороченная,1,0,0.0,0.0
толстовка женская черная,2,0,0.0,0.0
толстовка женская черная с принтом,6,0,0.0,0.0
толстовка жіноча,31,0,0.0,0.0
толстовка жіноча з принтом,2,0,0.0,0.0
толстовка жіноча на блискавці,7,0,0.0,0.0
толстовка жіноча на замку,1,0,0.0,0.0
толстовка жіноча оверсайз,1,0,0.0,0.0
толстовка з вишивкою,2,0,0.0,0.0
толстовка з капюшоном,5,0,0.0,0.0
толстовка з принтом,24,2,45.75,0.0
толстовка зипка,2,0,0.0,0.0
толстовка зсу,1,0,0.0,0.0
толстовка и худи разница,1,0,0.0,0.0
толстовка казахстан,1,0,0.0,0.0
толстовка кархарт,2,0,0.0,0.0
толстовка кино,1,0,0.0,0.0
толстовка киш,1,0,0.0,0.0
толстовка когтевран,2,0,0.0,0.0
толстовка кровосток,3,0,0.0,0.0
толстовка культура,5,0,0.0,0.0
толстовка купити,5,0,0.0,0.0
толстовка купить,3,0,0.0,0.0
толстовка майнкрафт,2,0,0.0,0.0
толстовка мем,1,0,0.0,0.0
толстовка мерч влада а4,1,0,0.0,0.0
толстовка металлика,5,0,0.0,0.0
толстовка милитари,5,0,0.0,0.0
толстовка мияги,1,0,0.0,0.0
толстовка мона лиза,4,0,0.0,0.0
толстовка моргенштерна,2,0,0.0,0.0
толстовка мужская,101,0,0.0,0.0
толстовка мужская брендовая,2,0,0.0,0.0
толстовка мужская купить,1,0,0.0,0.0
толстовка мужская купить украина,1,0,0.0,0.0
толстовка мужская летняя,1,0,0.0,0.0
толстовка мужская на молнии,1,0,0.0,0.0
толстовка мужская с капюшоном,4,0,0.0,0.0
толстовка мужская с капюшоном на молнии,1,0,0.0,0.0
толстовка мужская с капюшоном с принтом,2,0,0.0,0.0
толстовка мужская с надписью,1,0,0.0,0.0
толстовка мужская с принтом,9,2,11.32,0.0
толстовка мужская украина,1,0,0.0,0.0
толстовка мужская харьков,1,0,0.0,0.0
толстовка мілітарі,38,0,0.0,0.0
толстовка на блискавці,19,0,0.0,0.0
толстовка на блискавці жіноча,1,0,0.0,0.0
толстовка на блискавці чоловіча,1,0,0.0,0.0
толстовка на замке,1,0,0.0,0.0
толстовка на замку жіноча,1,0,0.0,0.0
толстовка на змейке,5,0,0.0,0.0
толстовка на лето,1,0,0.0,0.0
толстовка на молнии,10,0,0.0,0.0
толстовка на молнии женская,4,0,0.0,0.0
толстовка на молнии с капюшоном мужская,4,0,0.0,0.0
толстовка найк,2,0,0.0,0.0
толстовка напапири,1,0,0.0,0.0
толстовка невиновных нет,4,0,0.0,0.0
толстовка нефорская,1,0,0.0,0.0
толстовка норд дивижн,27,2,5.18,0.0
толстовка нью йоркер,1,0,0.0,0.0
толстовка оверсайз,6,0,0.0,0.0
толстовка оверсайз женская,5,0,0.0,0.0
толстовка оверсайз купить,1,0,0.0,0.0
толстовка оверсайз мужская,1,0,0.0,0.0
толстовка оверсайз черная,4,0,0.0,0.0
толстовка оптимус ганг,3,0,0.0,0.0
толстовка панк,2,0,0.0,0.0
толстовка питбуль,2,0,0.0,0.0
толстовка плюшевая,1,0,0.0,0.0
толстовка принт,3,0,0.0,0.0
толстовка продиджи,1,0,0.0,0.0
толстовка пул энд бир,1,0,0.0,0.0
толстовка рипндип,5,0,0.0,0.0
толстовка розовая,2,0,0.0,0.0
толстовка розовая мужская,2,0,0.0,0.0
толстовка рок,100,1,30.44,0.0
толстовка с вышивкой,1,0,0.0,0.0
толстовка с гербом,3,0,0.0,0.0
толстовка с голубем,1,0,0.0,0.0
толстовка с готическим шрифтом,18,0,0.0,0.0
толстовка с драконом,19,0,0.0,0.0
толстовка с драконом мужская,1,0,0.0,0.0
толстовка с капюшоном,6,0,0.0,0.0
толстовка с капюшоном для девочки,1,0,0.0,0.0
толстовка с капюшоном мужская,13,0,0.0,0.0
толстовка с крестом,1,0,0.0,0.0
толстовка с крыльями на спине,4,0,0.0,0.0
толстовка с молнией,1,0,0.0,0.0
толстовка с надписью на спине,1,0,0.0,0.0
