Дата визита,UTM Campaign,Пол,Возраст,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,15
2025-11-20,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,2
2025-12-02,Промостатья: Моя история 1 / Ж25-54 / интерес_открытие бизнеса/ рся / #franchise / 2511-1,женский,45-54 года,2
2025-12-06,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,35‑44 года,2
2025-12-08,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,35‑44 года,2
2025-12-08,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,45-54 года,2
2025-12-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-12-09,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,35‑44 года,2
2025-12-09,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,45-54 года,2
2025-12-18,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,45-54 года,2
2025-12-18,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,2
2025-12-19,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-12-19,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,2
2025-12-19,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,45-54 года,2
2025-12-23,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,2
2025-12-23,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,45-54 года,2
2025-12-24,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,35‑44 года,2
2025-12-27,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,2
2025-10-01,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-10-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-10-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-10-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-10-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-10-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-10-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-10-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2509-1,женский,45-54 года,1
